0          ,0 ,1       ,250     
25         ,1 ,1       ,100     
50         ,1 ,6       ,50      
75         ,1 ,6       ,50      
100        ,1 ,7       ,50      
125        ,1 ,9       ,50      
150        ,1 ,9       ,75      
175        ,1 ,13      ,75      
200        ,1 ,19      ,75      
225        ,1 ,21      ,75      
255        ,1 ,20      ,75      
